date,deepSleepTime,shallowSleepTime,wakeTime,start,stop,REMTime,naps,,,,,,,,,,,,,,,
22/05/2022,56,317,1,2022-05-21 22:08:00+0000,2022-05-22 05:32:00+0000,70,,,,,,,,,,,,,,,,
23/05/2022,74,379,7,2022-05-22 18:47:00+0000,2022-05-23 02:59:00+0000,32,"[{\start\"":\""2022-01-08 00:18:03+0000\""","\""end\"":\""2022-01-08 00:18:21+0000\""}]""",,,,,,,,,,,,,,
24/05/2022,87,232,5,2022-05-23 21:22:00+0000,2022-05-24 03:59:00+0000,73,,,,,,,,,,,,,,,,
25/05/2022,77,197,39,2022-05-24 22:04:00+0000,2022-05-25 04:09:00+0000,52,,,,,,,,,,,,,,,,
26/05/2022,44,339,12,2022-05-25 20:49:00+0000,2022-05-26 04:42:00+0000,78,,,,,,,,,,,,,,,,
27/05/2022,116,285,27,2022-05-26 21:11:00+0000,2022-05-27 05:33:00+0000,74,,,,,,,,,,,,,,,,
28/05/2022,64,171,1,2022-05-28 01:55:00+0000,2022-05-28 06:22:00+0000,31,,,,,,,,,,,,,,,,
29/05/2022,35,393,12,2022-05-28 22:46:00+0000,2022-05-29 06:52:00+0000,46,,,,,,,,,,,,,,,,
30/05/2022,53,267,0,2022-05-29 23:05:00+0000,2022-05-30 05:38:00+0000,73,,,,,,,,,,,,,,,,
31/05/2022,65,370,2,2022-05-30 22:28:00+0000,2022-05-31 06:27:00+0000,42,,,,,,,,,,,,,,,,
01/06/2022,47,291,3,2022-05-31 23:23:00+0000,2022-06-01 06:31:00+0000,87,,,,,,,,,,,,,,,,
02/06/2022,98,251,24,2022-06-01 22:59:00+0000,2022-06-02 06:29:00+0000,77,,,,,,,,,,,,,,,,
03/06/2022,0,0,0,2022-06-01 21:00:00+0000,2022-06-01 21:00:00+0000,0,"[{\start\"":\""2022-01-08 00:39:04+0000\""","\""end\"":\""2022-01-08 00:39:44+0000\""}","{\""start\"":\""2022-01-08 00:39:45+0000\""","\""end\"":\""2022-01-08 00:40:05+0000\""}","{\""start\"":\""2022-01-08 00:40:06+0000\""","\""end\"":\""2022-01-08 00:40:36+0000\""}","{\""start\"":\""2022-01-08 00:40:37+0000\""","\""end\"":\""2022-01-08 00:40:37+0000\""}","{\""start\"":\""2022-01-08 00:40:38+0000\""","\""end\"":\""2022-01-08 00:40:46+0000\""}","{\""start\"":\""2022-01-08 00:40:47+0000\""","\""end\"":\""2022-01-08 00:40:56+0000\""}","{\""start\"":\""2022-01-08 00:40:57+0000\""","\""end\"":\""2022-01-08 00:41:04+0000\""}","{\""start\"":\""2022-01-08 00:41:05+0000\""","\""end\"":\""2022-01-08 00:42:59+0000\""}]"""
04/06/2022,0,148,60,2022-06-03 22:26:00+0000,2022-06-04 03:20:00+0000,86,,,,,,,,,,,,,,,,
05/06/2022,63,160,0,2022-06-05 00:32:00+0000,2022-06-05 05:21:00+0000,66,"[{\start\"":\""2022-01-08 00:38:29+0000\""","\""end\"":\""2022-01-08 00:38:51+0000\""}","{\""start\"":\""2022-01-08 00:38:52+0000\""","\""end\"":\""2022-01-08 00:39:17+0000\""}","{\""start\"":\""2022-01-08 00:39:18+0000\""","\""end\"":\""2022-01-08 00:39:49+0000\""}","{\""start\"":\""2022-01-08 00:39:50+0000\""","\""end\"":\""2022-01-08 00:39:53+0000\""}","{\""start\"":\""2022-01-08 00:39:54+0000\""","\""end\"":\""2022-01-08 00:40:14+0000\""}","{\""start\"":\""2022-01-08 00:40:15+0000\""","\""end\"":\""2022-01-08 00:40:32+0000\""}","{\""start\"":\""2022-01-08 00:40:33+0000\""","\""end\"":\""2022-01-08 00:42:29+0000\""}]""",,
06/06/2022,53,128,0,2022-06-06 00:26:00+0000,2022-06-06 04:12:00+0000,45,,,,,,,,,,,,,,,,
07/06/2022,52,382,0,2022-06-06 19:57:00+0000,2022-06-07 04:12:00+0000,61,,,,,,,,,,,,,,,,
08/06/2022,89,217,39,2022-06-07 21:46:00+0000,2022-06-08 05:33:00+0000,122,,,,,,,,,,,,,,,,
09/06/2022,100,274,2,2022-06-08 22:21:00+0000,2022-06-09 05:43:00+0000,66,,,,,,,,,,,,,,,,
10/06/2022,63,289,0,2022-06-09 22:53:00+0000,2022-06-10 05:59:00+0000,74,,,,,,,,,,,,,,,,
11/06/2022,40,276,0,2022-06-10 23:18:00+0000,2022-06-11 05:29:00+0000,55,,,,,,,,,,,,,,,,
12/06/2022,88,182,1,2022-06-12 02:03:00+0000,2022-06-12 07:05:00+0000,31,,,,,,,,,,,,,,,,
13/06/2022,85,355,10,2022-06-12 20:27:00+0000,2022-06-13 05:35:00+0000,98,,,,,,,,,,,,,,,,
14/06/2022,54,240,15,2022-06-13 21:55:00+0000,2022-06-14 04:12:00+0000,68,,,,,,,,,,,,,,,,
15/06/2022,70,295,24,2022-06-14 21:34:00+0000,2022-06-15 04:45:00+0000,42,,,,,,,,,,,,,,,,
16/06/2022,59,470,16,2022-06-15 19:42:00+0000,2022-06-16 05:22:00+0000,35,,,,,,,,,,,,,,,,
17/06/2022,0,0,0,2022-06-15 21:00:00+0000,2022-06-15 21:00:00+0000,0,"[{\start\"":\""2022-01-08 00:45:28+0000\""","\""end\"":\""2022-01-08 00:46:06+0000\""}]""",,,,,,,,,,,,,,
18/06/2022,95,400,16,2022-06-17 20:23:00+0000,2022-06-18 06:19:00+0000,85,,,,,,,,,,,,,,,,
19/06/2022,78,252,25,2022-06-18 22:47:00+0000,2022-06-19 06:08:00+0000,86,,,,,,,,,,,,,,,,
20/06/2022,94,306,2,2022-06-19 20:39:00+0000,2022-06-20 04:22:00+0000,61,,,,,,,,,,,,,,,,
21/06/2022,102,291,22,2022-06-20 20:35:00+0000,2022-06-21 04:56:00+0000,86,,,,,,,,,,,,,,,,
22/06/2022,62,267,4,2022-06-21 22:59:00+0000,2022-06-22 05:28:00+0000,56,,,,,,,,,,,,,,,,
23/06/2022,73,191,57,2022-06-22 21:26:00+0000,2022-06-23 04:45:00+0000,118,,,,,,,,,,,,,,,,
24/06/2022,0,0,0,2022-06-22 21:00:00+0000,2022-06-22 21:00:00+0000,0,,,,,,,,,,,,,,,,
25/06/2022,63,414,7,2022-06-24 21:17:00+0000,2022-06-25 06:18:00+0000,57,,,,,,,,,,,,,,,,
26/06/2022,64,363,0,2022-06-25 20:52:00+0000,2022-06-26 04:54:00+0000,55,,,,,,,,,,,,,,,,
27/06/2022,109,200,73,2022-06-26 20:59:00+0000,2022-06-27 05:42:00+0000,141,,,,,,,,,,,,,,,,
28/06/2022,108,331,23,2022-06-27 20:08:00+0000,2022-06-28 05:11:00+0000,81,,,,,,,,,,,,,,,,
29/06/2022,73,106,230,2022-06-28 20:58:00+0000,2022-06-29 05:43:00+0000,116,,,,,,,,,,,,,,,,
30/06/2022,0,0,0,2022-06-28 21:00:00+0000,2022-06-28 21:00:00+0000,0,,,,,,,,,,,,,,,,
01/07/2022,57,360,0,2022-06-30 21:35:00+0000,2022-07-01 05:48:00+0000,76,,,,,,,,,,,,,,,,
02/07/2022,72,234,0,2022-07-01 23:00:00+0000,2022-07-02 05:05:00+0000,59,"[{\start\"":\""2022-01-08 00:46:35+0000\""","\""end\"":\""2022-01-08 00:47:21+0000\""}]""",,,,,,,,,,,,,,
03/07/2022,27,44,10,2022-07-02 23:34:00+0000,2022-07-03 00:55:00+0000,0,,,,,,,,,,,,,,,,
04/07/2022,0,0,0,2022-07-02 21:00:00+0000,2022-07-02 21:00:00+0000,0,,,,,,,,,,,,,,,,
05/07/2022,73,219,82,2022-07-04 21:39:00+0000,2022-07-05 06:15:00+0000,142,,,,,,,,,,,,,,,,
06/07/2022,26,177,8,2022-07-06 00:25:00+0000,2022-07-06 04:10:00+0000,14,,,,,,,,,,,,,,,,
07/07/2022,79,421,11,2022-07-06 19:49:00+0000,2022-07-07 05:26:00+0000,66,,,,,,,,,,,,,,,,
08/07/2022,0,0,0,2022-07-06 21:00:00+0000,2022-07-06 21:00:00+0000,0,,,,,,,,,,,,,,,,
09/07/2022,0,0,0,2022-07-07 21:00:00+0000,2022-07-07 21:00:00+0000,0,,,,,,,,,,,,,,,,
10/07/2022,0,0,0,2022-07-08 21:00:00+0000,2022-07-08 21:00:00+0000,0,,,,,,,,,,,,,,,,
11/07/2022,0,0,0,2022-07-09 21:00:00+0000,2022-07-09 21:00:00+0000,0,,,,,,,,,,,,,,,,
12/07/2022,0,0,0,2022-07-10 21:00:00+0000,2022-07-10 21:00:00+0000,0,,,,,,,,,,,,,,,,
13/07/2022,0,0,0,2022-07-11 21:00:00+0000,2022-07-11 21:00:00+0000,0,,,,,,,,,,,,,,,,
14/07/2022,0,0,0,2022-07-12 21:00:00+0000,2022-07-12 21:00:00+0000,0,,,,,,,,,,,,,,,,
15/07/2022,0,0,0,2022-07-13 21:00:00+0000,2022-07-13 21:00:00+0000,0,,,,,,,,,,,,,,,,
16/07/2022,0,0,0,2022-07-14 21:00:00+0000,2022-07-14 21:00:00+0000,0,,,,,,,,,,,,,,,,
17/07/2022,0,0,0,2022-07-15 21:00:00+0000,2022-07-15 21:00:00+0000,0,,,,,,,,,,,,,,,,
18/07/2022,0,0,0,2022-07-16 21:00:00+0000,2022-07-16 21:00:00+0000,0,,,,,,,,,,,,,,,,
19/07/2022,0,0,0,2022-07-17 21:00:00+0000,2022-07-17 21:00:00+0000,0,,,,,,,,,,,,,,,,
20/07/2022,0,0,0,2022-07-18 21:00:00+0000,2022-07-18 21:00:00+0000,0,,,,,,,,,,,,,,,,
21/07/2022,0,0,0,2022-07-19 21:00:00+0000,2022-07-19 21:00:00+0000,0,,,,,,,,,,,,,,,,
01/08/2022,0,0,0,2022-07-30 21:00:00+0000,2022-07-30 21:00:00+0000,0,,,,,,,,,,,,,,,,
02/08/2022,69,246,3,2022-08-01 21:32:00+0000,2022-08-02 03:28:00+0000,38,,,,,,,,,,,,,,,,
03/08/2022,91,222,0,2022-08-02 22:29:00+0000,2022-08-03 05:17:00+0000,95,,,,,,,,,,,,,,,,
04/08/2022,60,257,0,2022-08-03 20:17:00+0000,2022-08-04 02:04:00+0000,30,,,,,,,,,,,,,,,,
05/08/2022,68,298,0,2022-08-04 21:01:00+0000,2022-08-05 03:55:00+0000,48,,,,,,,,,,,,,,,,
06/08/2022,88,313,17,2022-08-05 20:31:00+0000,2022-08-06 04:23:00+0000,54,,,,,,,,,,,,,,,,
07/08/2022,66,369,0,2022-08-06 20:37:00+0000,2022-08-07 04:49:00+0000,57,,,,,,,,,,,,,,,,
08/08/2022,99,298,10,2022-08-07 20:14:00+0000,2022-08-08 03:55:00+0000,54,"[{\start\"":\""2022-01-08 00:40:59+0000\""","\""end\"":\""2022-01-08 00:41:23+0000\""}]""",,,,,,,,,,,,,,
09/08/2022,71,377,0,2022-08-08 19:55:00+0000,2022-08-09 03:59:00+0000,36,,,,,,,,,,,,,,,,
10/08/2022,81,300,0,2022-08-09 21:34:00+0000,2022-08-10 04:54:00+0000,59,,,,,,,,,,,,,,,,
11/08/2022,56,236,0,2022-08-10 21:53:00+0000,2022-08-11 04:04:00+0000,79,,,,,,,,,,,,,,,,
12/08/2022,33,310,8,2022-08-11 21:20:00+0000,2022-08-12 03:48:00+0000,37,,,,,,,,,,,,,,,,
13/08/2022,63,365,0,2022-08-12 19:27:00+0000,2022-08-13 03:39:00+0000,64,"[{\start\"":\""2022-01-08 00:42:50+0000\""","\""end\"":\""2022-01-08 00:43:08+0000\""}]""",,,,,,,,,,,,,,
14/08/2022,40,320,1,2022-08-13 20:38:00+0000,2022-08-14 03:37:00+0000,58,,,,,,,,,,,,,,,,
15/08/2022,95,265,20,2022-08-14 20:16:00+0000,2022-08-15 04:11:00+0000,95,,,,,,,,,,,,,,,,
16/08/2022,71,283,1,2022-08-15 21:11:00+0000,2022-08-16 04:17:00+0000,71,,,,,,,,,,,,,,,,
17/08/2022,48,255,0,2022-08-16 22:04:00+0000,2022-08-17 03:41:00+0000,34,,,,,,,,,,,,,,,,
18/08/2022,51,238,1,2022-08-17 23:17:00+0000,2022-08-18 04:36:00+0000,29,,,,,,,,,,,,,,,,
19/08/2022,43,265,0,2022-08-18 20:51:00+0000,2022-08-19 02:48:00+0000,49,,,,,,,,,,,,,,,,
20/08/2022,89,211,1,2022-08-19 21:37:00+0000,2022-08-20 03:45:00+0000,67,,,,,,,,,,,,,,,,
21/08/2022,118,341,32,2022-08-20 19:09:00+0000,2022-08-21 04:36:00+0000,76,,,,,,,,,,,,,,,,
22/08/2022,0,0,0,2022-08-20 21:00:00+0000,2022-08-20 21:00:00+0000,0,,,,,,,,,,,,,,,,
23/08/2022,56,322,1,2022-08-22 21:52:00+0000,2022-08-23 05:11:00+0000,60,,,,,,,,,,,,,,,,
24/08/2022,52,318,0,2022-08-23 20:56:00+0000,2022-08-24 03:47:00+0000,41,,,,,,,,,,,,,,,,
25/08/2022,96,145,27,2022-08-24 22:43:00+0000,2022-08-25 04:27:00+0000,76,,,,,,,,,,,,,,,,
26/08/2022,53,356,0,2022-08-25 20:35:00+0000,2022-08-26 04:10:00+0000,46,,,,,,,,,,,,,,,,
27/08/2022,58,293,8,2022-08-26 21:49:00+0000,2022-08-27 05:22:00+0000,94,,,,,,,,,,,,,,,,
28/08/2022,0,0,0,2022-08-26 21:00:00+0000,2022-08-26 21:00:00+0000,0,,,,,,,,,,,,,,,,
29/08/2022,114,266,45,2022-08-28 20:58:00+0000,2022-08-29 06:10:00+0000,127,,,,,,,,,,,,,,,,
30/08/2022,71,320,0,2022-08-29 21:33:00+0000,2022-08-30 04:45:00+0000,41,,,,,,,,,,,,,,,,
31/08/2022,64,316,5,2022-08-30 21:36:00+0000,2022-08-31 05:04:00+0000,63,,,,,,,,,,,,,,,,
01/09/2022,66,161,0,2022-08-31 23:16:00+0000,2022-09-01 03:15:00+0000,12,,,,,,,,,,,,,,,,
02/09/2022,37,151,54,2022-09-01 21:49:00+0000,2022-09-02 03:12:00+0000,81,,,,,,,,,,,,,,,,
03/09/2022,50,154,18,2022-09-02 23:23:00+0000,2022-09-03 04:02:00+0000,57,,,,,,,,,,,,,,,,
04/09/2022,66,349,2,2022-09-03 20:21:00+0000,2022-09-04 04:11:00+0000,53,,,,,,,,,,,,,,,,
05/09/2022,81,222,12,2022-09-04 20:39:00+0000,2022-09-05 02:59:00+0000,65,,,,,,,,,,,,,,,,
06/09/2022,0,0,0,2022-09-04 21:00:00+0000,2022-09-04 21:00:00+0000,0,"[{\start\"":\""2022-01-08 00:36:15+0000\""","\""end\"":\""2022-01-08 00:37:08+0000\""}]""",,,,,,,,,,,,,,
07/09/2022,114,356,0,2022-09-06 19:14:00+0000,2022-09-07 03:36:00+0000,32,,,,,,,,,,,,,,,,
08/09/2022,33,195,32,2022-09-07 17:39:00+0000,2022-09-07 23:42:00+0000,103,,,,,,,,,,,,,,,,
09/09/2022,0,0,0,2022-09-07 21:00:00+0000,2022-09-07 21:00:00+0000,0,,,,,,,,,,,,,,,,
10/09/2022,104,445,0,2022-09-09 18:06:00+0000,2022-09-10 04:04:00+0000,49,,,,,,,,,,,,,,,,
11/09/2022,118,325,8,2022-09-10 19:29:00+0000,2022-09-11 04:35:00+0000,95,,,,,,,,,,,,,,,,
12/09/2022,73,274,29,2022-09-11 22:21:00+0000,2022-09-12 06:06:00+0000,89,"[{\start\"":\""2022-01-08 00:38:44+0000\""","\""end\"":\""2022-01-08 00:39:07+0000\""}","{\""start\"":\""2022-01-08 00:39:08+0000\""","\""end\"":\""2022-01-08 00:39:09+0000\""}","{\""start\"":\""2022-01-08 00:39:10+0000\""","\""end\"":\""2022-01-08 00:39:27+0000\""}","{\""start\"":\""2022-01-08 00:39:28+0000\""","\""end\"":\""2022-01-08 00:39:37+0000\""}","{\""start\"":\""2022-01-08 00:39:38+0000\""","\""end\"":\""2022-01-08 00:39:58+0000\""}","{\""start\"":\""2022-01-08 00:42:16+0000\""","\""end\"":\""2022-01-08 00:42:44+0000\""}]""",,,,
13/09/2022,63,317,0,2022-09-12 20:41:00+0000,2022-09-13 03:47:00+0000,46,,,,,,,,,,,,,,,,
14/09/2022,78,352,0,2022-09-13 20:00:00+0000,2022-09-14 04:09:00+0000,59,,,,,,,,,,,,,,,,
15/09/2022,81,344,0,2022-09-14 20:13:00+0000,2022-09-15 04:33:00+0000,75,,,,,,,,,,,,,,,,
16/09/2022,0,0,0,2022-09-14 21:00:00+0000,2022-09-14 21:00:00+0000,0,,,,,,,,,,,,,,,,
17/09/2022,0,0,0,2022-09-15 21:00:00+0000,2022-09-15 21:00:00+0000,0,,,,,,,,,,,,,,,,
18/09/2022,0,0,0,2022-09-16 21:00:00+0000,2022-09-16 21:00:00+0000,0,,,,,,,,,,,,,,,,
19/09/2022,64,367,0,2022-09-18 19:46:00+0000,2022-09-19 03:56:00+0000,59,,,,,,,,,,,,,,,,
20/09/2022,49,276,0,2022-09-19 20:39:00+0000,2022-09-20 02:30:00+0000,26,,,,,,,,,,,,,,,,
21/09/2022,42,395,8,2022-09-20 19:58:00+0000,2022-09-21 04:21:00+0000,58,,,,,,,,,,,,,,,,
22/09/2022,0,0,0,2022-09-20 21:00:00+0000,2022-09-20 21:00:00+0000,0,,,,,,,,,,,,,,,,
23/09/2022,0,0,0,2022-09-21 21:00:00+0000,2022-09-21 21:00:00+0000,0,,,,,,,,,,,,,,,,
24/09/2022,0,0,0,2022-09-22 21:00:00+0000,2022-09-22 21:00:00+0000,0,,,,,,,,,,,,,,,,
25/09/2022,0,0,0,2022-09-23 21:00:00+0000,2022-09-23 21:00:00+0000,0,,,,,,,,,,,,,,,,
26/09/2022,0,0,0,2022-09-24 21:00:00+0000,2022-09-24 21:00:00+0000,0,,,,,,,,,,,,,,,,
27/09/2022,0,0,0,2022-09-25 21:00:00+0000,2022-09-25 21:00:00+0000,0,,,,,,,,,,,,,,,,
28/09/2022,0,0,0,2022-09-26 21:00:00+0000,2022-09-26 21:00:00+0000,0,"[{\start\"":\""2022-01-08 00:34:40+0000\""","\""end\"":\""2022-01-08 00:35:02+0000\""}]""",,,,,,,,,,,,,,
29/09/2022,57,215,19,2022-09-28 20:53:00+0000,2022-09-29 03:18:00+0000,94,,,,,,,,,,,,,,,,
30/09/2022,0,0,0,2022-09-28 21:00:00+0000,2022-09-28 21:00:00+0000,0,,,,,,,,,,,,,,,,
01/10/2022,0,0,0,2022-09-29 21:00:00+0000,2022-09-29 21:00:00+0000,0,,,,,,,,,,,,,,,,
02/10/2022,11,75,1,2022-10-02 01:51:00+0000,2022-10-02 03:25:00+0000,7,,,,,,,,,,,,,,,,
03/10/2022,63,376,0,2022-10-02 20:02:00+0000,2022-10-03 04:05:00+0000,44,,,,,,,,,,,,,,,,
04/10/2022,60,285,1,2022-10-03 21:24:00+0000,2022-10-04 04:09:00+0000,59,,,,,,,,,,,,,,,,
05/10/2022,28,73,0,2022-10-04 21:15:00+0000,2022-10-04 23:26:00+0000,30,,,,,,,,,,,,,,,,
06/10/2022,17,294,0,2022-10-05 20:36:00+0000,2022-10-06 02:33:00+0000,46,,,,,,,,,,,,,,,,
07/10/2022,105,335,12,2022-10-06 18:59:00+0000,2022-10-07 03:11:00+0000,40,,,,,,,,,,,,,,,,
08/10/2022,65,193,0,2022-10-07 22:07:00+0000,2022-10-08 02:57:00+0000,32,,,,,,,,,,,,,,,,
09/10/2022,72,248,1,2022-10-08 19:28:00+0000,2022-10-09 01:43:00+0000,54,,,,,,,,,,,,,,,,
10/10/2022,36,240,0,2022-10-09 20:09:00+0000,2022-10-10 01:18:00+0000,33,"[{\start\"":\""2022-01-08 00:47:19+0000\""","\""end\"":\""2022-01-08 00:47:58+0000\""}]""",,,,,,,,,,,,,,
11/10/2022,75,310,0,2022-10-10 20:19:00+0000,2022-10-11 03:25:00+0000,41,,,,,,,,,,,,,,,,
12/10/2022,35,225,56,2022-10-11 21:05:00+0000,2022-10-12 04:22:00+0000,121,,,,,,,,,,,,,,,,
13/10/2022,0,0,0,2022-10-11 21:00:00+0000,2022-10-11 21:00:00+0000,0,,,,,,,,,,,,,,,,
14/10/2022,0,0,0,2022-10-12 21:00:00+0000,2022-10-12 21:00:00+0000,0,,,,,,,,,,,,,,,,
15/10/2022,42,318,3,2022-10-14 22:28:00+0000,2022-10-15 05:23:00+0000,52,,,,,,,,,,,,,,,,
16/10/2022,65,361,0,2022-10-15 20:56:00+0000,2022-10-16 04:38:00+0000,36,"[{\start\"":\""2022-01-08 00:38:05+0000\""","\""end\"":\""2022-01-08 00:39:03+0000\""}]""",,,,,,,,,,,,,,
17/10/2022,47,179,1,2022-10-16 23:52:00+0000,2022-10-17 04:25:00+0000,46,,,,,,,,,,,,,,,,
18/10/2022,84,347,0,2022-10-17 19:58:00+0000,2022-10-18 03:48:00+0000,39,,,,,,,,,,,,,,,,
19/10/2022,113,244,26,2022-10-18 20:58:00+0000,2022-10-19 04:37:00+0000,76,,,,,,,,,,,,,,,,
21/10/2022,0,0,0,2022-10-19 21:00:00+0000,2022-10-19 21:00:00+0000,0,"[{\start\"":\""2022-01-08 00:35:09+0000\""","\""end\"":\""2022-01-08 00:35:43+0000\""}]""",,,,,,,,,,,,,,
22/10/2022,68,200,0,2022-10-21 22:31:00+0000,2022-10-22 03:55:00+0000,56,,,,,,,,,,,,,,,,
23/10/2022,0,0,0,2022-10-21 21:00:00+0000,2022-10-21 21:00:00+0000,0,,,,,,,,,,,,,,,,
24/10/2022,81,243,0,2022-10-23 21:13:00+0000,2022-10-24 03:45:00+0000,68,"[{\start\"":\""2022-01-08 00:41:18+0000\""","\""end\"":\""2022-01-08 00:41:39+0000\""}]""",,,,,,,,,,,,,,
26/10/2022,0,0,0,2022-10-24 21:00:00+0000,2022-10-24 21:00:00+0000,0,,,,,,,,,,,,,,,,
27/10/2022,59,364,0,2022-10-26 20:34:00+0000,2022-10-27 04:40:00+0000,63,,,,,,,,,,,,,,,,
28/10/2022,44,228,15,2022-10-27 21:27:00+0000,2022-10-28 03:25:00+0000,71,,,,,,,,,,,,,,,,
29/10/2022,83,288,0,2022-10-28 21:22:00+0000,2022-10-29 03:55:00+0000,22,,,,,,,,,,,,,,,,
30/10/2022,0,0,0,2022-10-28 21:00:00+0000,2022-10-28 21:00:00+0000,0,,,,,,,,,,,,,,,,
31/10/2022,86,338,0,2022-10-30 20:14:00+0000,2022-10-31 04:03:00+0000,45,,,,,,,,,,,,,,,,
01/11/2022,82,320,0,2022-10-31 20:57:00+0000,2022-11-01 04:33:00+0000,54,,,,,,,,,,,,,,,,
02/11/2022,93,296,0,2022-11-01 21:48:00+0000,2022-11-02 05:13:00+0000,56,,,,,,,,,,,,,,,,
03/11/2022,0,0,0,2022-11-01 21:00:00+0000,2022-11-01 21:00:00+0000,0,,,,,,,,,,,,,,,,
05/11/2022,0,0,0,2022-11-03 21:00:00+0000,2022-11-03 21:00:00+0000,0,,,,,,,,,,,,,,,,
06/11/2022,0,0,0,2022-11-04 21:00:00+0000,2022-11-04 21:00:00+0000,0,,,,,,,,,,,,,,,,
07/11/2022,80,324,0,2022-11-06 19:34:00+0000,2022-11-07 02:40:00+0000,22,,,,,,,,,,,,,,,,
08/11/2022,0,0,0,2022-11-06 21:00:00+0000,2022-11-06 21:00:00+0000,0,,,,,,,,,,,,,,,,
09/11/2022,0,0,0,2022-11-07 21:00:00+0000,2022-11-07 21:00:00+0000,0,,,,,,,,,,,,,,,,
10/11/2022,72,250,26,2022-11-09 22:15:00+0000,2022-11-10 05:15:00+0000,72,,,,,,,,,,,,,,,,
11/11/2022,75,265,0,2022-11-10 21:57:00+0000,2022-11-11 04:27:00+0000,50,,,,,,,,,,,,,,,,
12/11/2022,64,378,0,2022-11-11 21:53:00+0000,2022-11-12 05:51:00+0000,36,,,,,,,,,,,,,,,,
13/11/2022,46,330,1,2022-11-12 23:07:00+0000,2022-11-13 06:12:00+0000,48,,,,,,,,,,,,,,,,
14/11/2022,0,0,0,2022-11-12 21:00:00+0000,2022-11-12 21:00:00+0000,0,,,,,,,,,,,,,,,,
15/11/2022,80,245,17,2022-11-14 23:07:00+0000,2022-11-15 05:52:00+0000,63,,,,,,,,,,,,,,,,
16/11/2022,0,0,0,2022-11-14 21:00:00+0000,2022-11-14 21:00:00+0000,0,,,,,,,,,,,,,,,,
17/11/2022,57,217,4,2022-11-16 21:12:00+0000,2022-11-17 02:08:00+0000,18,,,,,,,,,,,,,,,,
18/11/2022,0,0,0,2022-11-16 21:00:00+0000,2022-11-16 21:00:00+0000,0,,,,,,,,,,,,,,,,
19/11/2022,30,152,115,2022-11-18 22:29:00+0000,2022-11-19 05:17:00+0000,111,,,,,,,,,,,,,,,,
20/11/2022,82,214,41,2022-11-19 23:14:00+0000,2022-11-20 06:36:00+0000,105,,,,,,,,,,,,,,,,
21/11/2022,0,0,0,2022-11-19 21:00:00+0000,2022-11-19 21:00:00+0000,0,,,,,,,,,,,,,,,,
22/11/2022,91,275,29,2022-11-21 21:04:00+0000,2022-11-22 05:16:00+0000,97,,,,,,,,,,,,,,,,
23/11/2022,0,0,0,2022-11-21 21:00:00+0000,2022-11-21 21:00:00+0000,0,,,,,,,,,,,,,,,,
24/11/2022,0,0,0,2022-11-22 21:00:00+0000,2022-11-22 21:00:00+0000,0,,,,,,,,,,,,,,,,
25/11/2022,22,241,0,2022-11-24 21:30:00+0000,2022-11-25 02:43:00+0000,50,,,,,,,,,,,,,,,,
26/11/2022,0,0,0,2022-11-24 21:00:00+0000,2022-11-24 21:00:00+0000,0,,,,,,,,,,,,,,,,
27/11/2022,40,269,36,2022-11-26 21:43:00+0000,2022-11-27 05:15:00+0000,107,"[{\start\"":\""2022-01-08 00:45:56+0000\""","\""end\"":\""2022-01-08 00:46:10+0000\""}","{\""start\"":\""2022-01-08 00:46:11+0000\""","\""end\"":\""2022-01-08 00:46:23+0000\""}","{\""start\"":\""2022-01-08 00:46:24+0000\""","\""end\"":\""2022-01-08 00:46:42+0000\""}","{\""start\"":\""2022-01-08 00:46:43+0000\""","\""end\"":\""2022-01-08 00:47:03+0000\""}]""",,,,,,,,
28/11/2022,0,0,0,2022-11-26 21:00:00+0000,2022-11-26 21:00:00+0000,0,"[{\start\"":\""2022-01-08 00:44:15+0000\""","\""end\"":\""2022-01-08 00:47:20+0000\""}]""",,,,,,,,,,,,,,
29/11/2022,0,0,0,2022-11-27 21:00:00+0000,2022-11-27 21:00:00+0000,0,,,,,,,,,,,,,,,,
